,InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
865,2406943f-8a63-496d-8585-8ec3abac0f49,ami want get healthi .,she purchas smoothi blender .,she made delici fruit veget smoothi .,It took 20 minut clean blender .,ami determin gain weight .,ami determin lose weight .,2
866,0affefb8-3cfd-40fd-b5e5-cddfb5d30428,tina audit high school danc team .,"after danc , instructor want talk .",He said skill n't good enough make team .,she immedi left audit room .,tina held back tear .,tina join high school danc team .,1
867,b6c98944-3cb1-4d9d-877d-bb5d463526a5,salli work break .,she went get taco taco stand outsid .,she realiz forgotten wallet home .,A nice man notic happen offer pay .,salli grate kind .,salli cri rest break .,1
868,0e959d20-1b35-4853-9e5b-6e5e6a015d32,ami get minor rais job .,although n't lot money expect .,her boss inform would next check .,when receiv check rais .,ami upset .,ami reliev n't get extra money .,1
869,80191f19-91bb-40f6-be0d-17f33e002c19,jennif want join school band .,she began take lesson play cello .,"she made progress , quickli .",she n't feel readi tri band .,jennif work hard lesson got band .,jennif taken cello lesson .,1
870,b088959d-79f1-44e7-9fd1-b69dd14acb87,fred went beach friend .,He love water sunshin .,hi friend threw parti beach sun went .,fred got drunk pass sand .,fred roll fell bed .,fred woke hangov .,2
871,6d412966-5675-41f1-bd11-65f3a2fa5797,ronni ride bike work day .,all sudden hit rock fell .,He n't hurt outfit ruin .,He kept go work anyway .,ronni 's boss commend dedic .,ronni quit soon got .,1
872,1a83c1eb-7041-4040-8982-7cb0b63c9c20,burk n't mani friend .,He alway walk around scowl face .,"one day , stranger tell smile .",burk decid tri smile .,burk soon revert back grumpi .,burk love interfer stranger .,1
873,79afda6c-31b6-4201-ad86-233ab808ef8d,matt drive home one night .,He n't pay attent .,He struck injur jogger cross road .,matt horrifi stop check .,matt alway paid attent road .,"matt fiddl car radio , look better station .",1
874,953792ed-bd0a-4c95-bc6c-7965187afd82,brian excit talent show .,He extra practic drum .,To express individu wore skirt stage .,when finish act got stand ovat .,brian creativ brave .,brian creativ .,1
875,8552c047-b700-4b7b-95b9-f149cf26cffb,halloween way .,I decid decor hous .,I went store bought decor .,I went home gather new item .,I love decor holiday .,I hate decor .,1
876,96b18874-5395-4a80-bd52-ff65d1cdc55f,I recent got promot work .,I compani nearli eight year .,I work hard earn promot .,I happi boss offer new posit !,I feel I deserv .,I feel I n't deserv .,1
877,d9570c16-b996-4a39-abea-f19e224b4d2a,tia want make someth sell craft fair .,she decid make homemad soap .,she made glycerin soap big pot kitchen stove .,then press flower blossom center bar .,tia made pretti label put bar .,tia use soap bar wash dirti dog .,1
878,04a3004e-2468-463a-9481-8435917491cb,"one day , polic investig crime scene .",they stuck go next .,they got tip check behind librari .,there found key evid .,the polic found perpetr lock .,the polic put commun event rais money .,1
879,844bc94f-b9dd-4c80-874e-b56c300fcca7,pat math test come .,He studi hard week .,pat make flashcard read bu .,pat ace test .,pat happi .,pat sad .,1
880,9b730785-f70a-4f7a-bcde-4d770dd93750,marsha move husband .,"she never cook meal , job tonight .",she envis cook fantast meal .,"unfortun , burnt chicken overcook rice .",marsha elat !,marsha devast .,2
881,96736ca6-46ef-4ed0-8a12-3364ae3b27da,solomon n't like first name .,He thought old-fashion .,"At job interview , interview prais name .",solomon suspect hire relat uniqu name .,solomon ask interview old-fashion .,solomon thought name might bad .,2
882,fed543f8-a766-4304-a8ea-d84b18bfadb0,kelli got new bracelet yesterday .,she love .,"yet today went shop , end lose .",she search everywher .,"tri might , kelley could n't find dog .",she reliev find underneath car seat .,2
883,34e043b3-9511-4589-8d32-3c91f92e0365,My spous huge star war fan love .,I need gift idea christma gift .,I decid buy ticket star war .,He love gift christma morn .,He use ticket take see star war .,"with look disgust , threw ticket trash .",1
884,9e9c90c8-f951-4f4d-a4a1-9c0885008086,ben tire end day .,the custom ask spaghetti .,ben lazi wash dish food dirti one .,"A week later , restaur got su custom .",the custom uplift special servic .,the custom angri .,2
885,5266d0a9-9676-4b0f-9947-5f0b9d2f5227,yesterday stacey drive work .,unfortun larg suv slam .,luckili alright .,howev car destroy .,stacey got back car drove work .,stacey told polic happen .,2
886,5a68e437-26e9-4c2c-8390-e09787adf317,karen dian best friend sinc childhood .,"now high school senior , 've start think colleg .",they appli cornel plan room togeth .,"karen accept dian , hard .",dian decid hate karen ever .,"It hard , agre go separ way .",2
887,7dd60447-f348-46d6-a9c8-a8c0e1929ebb,"regrett , kitti pass away two week ago .","she young cat , n't know die .",We found floor woke morn .,My husband buri backyard .,We miss much .,"later , gave bowl milk .",1
888,04e5efa9-1c6c-4316-9aa3-be095b55f14d,reilli love go fair .,the pet zoo favorit part .,she fed small goat feed cow .,the goat tri get food ignor .,"eventu , goat becam angri bit reilli .",reilli fed goat extra food .,1
889,b92f303b-57b3-409d-a126-e8b2ed6dae8f,My sister law salli contact famili last month .,salli estrang famili .,she ran away get marri keep contact .,her husband hospic .,salli end best friend .,salli want inform famili husband 's condit .,2
890,0f16f911-002b-42e5-a03b-0f0d481a7abd,laura decid fli way new york citi .,she flew specif get hair done .,she want hair cut celebr stylist .,when laura got done love .,laura wore hat week hide hair .,the compliment got made laura think trip worth .,2
891,d198e207-13f8-45bf-a627-7f3418b98968,neil arriv bulgaria .,hi train took center sofia .,He amaz busi capit citi .,It beauti busi !,neil thought countri wonder .,neil hate trip .,1
892,caae8e0c-2dd1-40f5-9444-5a41c6ec5093,A man run path state park .,He came gate path .,the gate look low enough jump .,the man leapt high could run .,the man jump gate .,the man went gate .,1
893,471915a5-c895-42c2-9541-b2aa27f5a419,I wait line day see movi I knew I would like .,I excit see movi .,"when I got theater , I excit I almost could n't move .",I watch whole movi .,I thought movi great !,I left first forti five minut .,1
894,9750212e-a0a3-404b-835d-035aa7f7ad30,I alway want fanci sock .,for birthday year I decid treat .,I went store read review .,onc I bought pair I thought best .,I asham I done .,I love new sock .,2
895,4e92b613-219a-4068-a04d-3789c266ab3d,grayson collect stamp sinc littl kid .,now grayson need money help pay rent .,He think stamp collect .,"sadli , take pawn shop sale .",He get much less worth .,grayson use money sell stamp buy guitar .,1
896,7077f2e6-ad0a-4c7e-b21e-cd28243d886a,lanc adam best friend .,"when lanc join armi , adam sign , .",they unit deploy togeth .,lanc took bullet adam .,adam never abl repay lanc .,lanc never spoke adam .,1
897,d96069af-cdd7-42d9-a4f2-1837b3b42d88,I walk insid dentist offic .,"after sign attend board , dentist greet .",He show sit .,"afterward , start oper teeth .",I left dentist 's offic sign petit .,I nervou reassur everyth fine .,2
898,39d062a5-c89c-462f-a0df-876cba16daf3,tim alway want play drum .,hi parent bought set christma .,He would play time .,It way loud upset parent .,"pretti soon , tim 's parent hate sound trumpet .",they set space garag practic .,2
899,3541e6f4-8e10-473e-b8d0-2854f882e5e8,I love eat buffet .,there use amaz buffet hous .,It kind food world .,the problem expens .,"So I would indulg everi awhil , delici !",I alway ate I want save money !,1
900,66358d57-c3fc-4fff-9252-d206e779169d,kenni play park .,He jungl gym tri trick .,He got high fell .,He fractur arm three place .,kenni play basketbal .,kenni taken hospit .,2
901,e84ac360-f94e-447e-a8b3-04d905e67763,mag night kid husband .,she took bubbl bath .,then order chines takeout .,mag relax watch movi night .,may relax .,may stress night .,1
902,cb6da984-9fc8-467a-b366-4d19e2889158,lilli made cranberri sauc thanksgiv .,It first time meet boyfriend 's parent .,the meal go well took bite made .,she realiz forgotten put sugar .,her in-law thought cranberri sauc much sweet .,the cranberri sauc sour .,2
903,2f0b9829-8c65-4cdc-a6c7-e4c5d31b517e,both kid came home colleg dec .,We decid fun winter break togeth .,"We bake cooki , decor hous went shop togeth .",We also made christma gift .,I good holiday season .,I great time kid home colleg .,2
904,f2d8aa08-96e5-4ac7-b8b6-d7198d74e738,michael saw squirrel live dumpster one day .,He thought cute way squirrel say warm .,"when trash taken landfil , squirrel gone !","A week later , michael saw anoth squirrel dumpster .",michael hope new squirrel would fare better first .,michael decid dumpster compani pick trash .,1
905,a320d13e-5936-4b94-b152-81c7f2880d12,rob like salsa .,So friend tom got larg case rare varieti .,tom excit give gift rob .,rob open gift disbelief drew smile .,rob happi .,rob disappoint .,1
906,82491e68-a823-425d-9496-d26a1e8be976,jennif dove start block .,she alway felt held rest team back .,she push harder ever catch swimmer .,she even past actual place second event .,jennif proud swim well .,jennif realiz swim best hobbi .,1
907,1d7c1148-bf98-4578-ac1c-148f12c3595e,ace play poker friend .,At first fun .,then notic someth odd .,one friend sneakili cheat !,ace call friend cheat .,ace happi friend .,1
908,cd2c799f-ffe8-4a32-aea4-09bb5cee816e,paul want buy wife gift .,unfortun could n't decid get .,He fret day .,eventu wife 's birthday .,He decid go golf day .,So gave cash .,2
909,8c3ce139-e4f2-41c0-af7c-4b65ecb5c0a1,My brother got ticket .,He never went court .,He eventu got pull .,they arrest failur appear .,He went jail .,the judg convict murder .,1
910,0b2e246e-9290-465e-ad33-77af5e681528,tim want connect natur .,"So , went wood .","He heard bird sing , wind blow cricket creak .","He love much , built larg tree hous move .",He tore apart .,He love .,2
911,7b39edb9-5cf8-4dde-b39f-400e11a4d2c2,ted 's parent told focu studi game .,"ted thought game burgeon art form , worthi prais .",ted start write review articl differ game .,the review articl publish nation magazin .,hi parent relent .,ted orphan .,1
912,9daed93f-ad77-412a-b044-4a8dfe44043a,"after drop kid school , tammi donat blood .",she drank juic refuel run errand .,tammi head gym favorit aerob class .,forti minut intens workout tammi pass .,tammi learn valuabl lesson .,tammi kept work .,1
913,54804420-28ad-4197-ba66-c1f301f8e4a5,abigail keep strict schedul .,she take walk morn night .,she walk 30 minut time around neighborhood .,sometim even take dog dexter .,and abigail abl lose lot weight .,abigail climb wheelchair onto bed .,1
914,d06963fb-440b-4c26-9a32-2bdaf1bfe246,eddi alway felt differ everyon els .,last week alon elev .,He heard voic tell floor go .,It freak 's seek mental help .,eddi need medic .,eddi love new friend .,1
915,36911b38-b7c2-44c1-81c9-6fd7e5baa8b0,jay woke morn sound car alarm .,"He ran outsid see happen , find car damag .",someon hit car driven away .,the rear bumper destroy ground .,jay livid .,jay good laugh .,1
916,5b361aeb-8082-4fc8-94ab-aa3e4af4e83e,there ga leak hous street .,the peopl live know .,"they left work one day , ga fill hous .",A small spark caus hous explod .,they got home neatli clean home .,"when return , saw hous gone .",2
917,88340408-893a-4b3b-8401-c4f4935d2d70,carmen want make healthier version pizza .,carmen find recip pizza .,carmen found recip cauliflow crust .,carmen went store purchas ingredi .,carmen 's famili love crust .,carmen decid order domino 's instead .,1
918,20769e19-7dc2-4cf7-a889-f2e869400ea1,rufu notic let fingernail grow long .,they make loud tap sound type comput .,rufu decid cut fingernail one night .,"when 's final finish , feel reliev .",hi fingernail much shorter .,hi fingernail way long .,1
919,f558675a-1600-4c49-b0f8-8bb238e57d17,herman hungri money .,So search hous spare chang .,He found quarter couch dollar dresser .,herman came two dollar walk store .,herman decid n't hungri anymor .,herman manag buy food make small meal .,2
920,cd2880c6-3e1c-41c5-854d-3b73e2a0ebe2,kelli rush get flight time .,unfortun secur take forev .,By time left securit check time .,It six flight left half hour ago .,kelli board plane .,kelli schedul anoth flight .,2
921,39a60eeb-95a3-481b-9e32-a9838d212c4e,everyon love grandma 's peach pie .,she make peach grown orchard .,the kid job go pick peach pie .,they alway made sure pick best peach .,grandma pick peach .,they excit bring peach grandma .,2
922,5ccfaaba-fd87-4439-a947-a31fb8d943dd,candic love taco .,"although love strong , taco good .",candic decid want better taco recip .,she search assort differ taco recip .,candic stuck origin taco recip .,candic got better make taco .,2
923,a447849b-07ec-40fc-a2d1-90a4ea497ffc,toni like art .,He decid go colleg take art class .,He took 4 year worth art class colleg .,"when He got , could n't find job .",toni hire immedi succeed .,toni went back school found differ major .,2
924,67a75c6a-e95f-4b50-879e-8fe0b3a6278f,jenni 's parent got divorc .,jenni mom move tini apart fill roach .,"there stove , cook chicken nugget toaster oven .","jenni 's mom ran money , went food bank .",jenni thrill new live situat .,jenni unhappi .,2
925,267b00f2-70b5-47ae-9fb8-26f990752396,bill want lose weight .,"He tri year , lack initi .",He final stop hard .,"grow confid , met goal everi week .",He final got ideal weight .,after month gave .,1
926,03ab91cf-7c16-412f-8f41-781e96f9f1e7,three littl girl stand pool parti .,one girl accident push youngest girl pool .,the littl girl could n't swim well start sink .,her dad notic came run pull water .,the littl girl save dad .,the dad pull girl .,1
